Temperature(C),Turbidity(NTU),Dissolved_Oxygen(mg/L),PH,Ammonia(mg/L),Nitrate(mg/L),Fish_Weight(g),Dia_Cultivo
24.2208634071584,79.27916749060708,5.8603430151376354,7.299062529167491,1.3957817078140644,332.0990020924908,75.67310121814513,51
24.521079042866862,78.89352976596984,5.008526147026688,7.307714260603311,1.5619123318838322,348.2219613806943,72.7000889415457,50
23.869318181818183,73.17612373860544,6.059951880000333,6.662017272727272,1.665512165666,342.7462317772666,62.79454545454546,49
24.65033999150021,78.40665813368247,5.528602197783315,7.338953855716108,2.5260713687366128,373.522988516943,69.20650881445886,48
25.07204312785885,76.727171372741,6.400872182121204,7.34052184001307,2.61673549592648,384.995907602016,65.79209540458942,47
24.82352603369066,69.52317416350567,5.526952318808262,7.282337666539051,2.641844829348613,376.9098899622717,62.872918835431854,46
24.565902644340746,70.56490611898244,4.605631979099766,7.406464133955531,2.9556543924410823,387.6988745539391,59.53871299117577,45
24.71105092388913,71.36927985334312,5.498420465762656,7.355879326880775,2.6270435030207926,388.05426850428114,57.7361218649538,44
24.461942333113026,73.17603983446074,5.2150527006052645,7.309742600132188,2.8387229023001974,385.47459182137646,54.17710376735493,43
24.440569982902822,69.99272825914056,5.459996696981986,7.28807577722841,3.6353986823807634,362.2451596506631,52.18689834815396,42
24.722379258704606,62.66094315933861,4.573544714467388,7.244342262822912,3.7373090095893295,338.1515537251965,47.00600299425084,41
24.401413434469816,63.30006991068965,4.219320915495645,7.275100675633406,3.8856771907503687,336.134622317372,49.00790589358898,40
24.091700554289268,63.89017820140904,4.690142460678848,7.292526319933693,3.4119188083641228,310.88953883974443,48.85330331259169,39
24.062527557319225,65.60697751322752,4.698304010004434,7.2501294912918866,3.3093693789378014,308.3642749390643,47.41499133990906,38
24.344894071259297,66.54813271226608,4.640088265346873,7.223634937280379,3.0707057016278307,307.5903155584997,47.02721453626133,37
24.26564916392809,73.72926734970036,5.01311722335252,7.173915409578581,3.492980278085644,318.0415143680843,45.89339661979896,36
23.995603619544298,73.16666666666667,5.226246082160919,7.22980161699882,3.1500482570495723,305.58533382872463,44.85112675043583,35
23.95626449695564,74.84883299507104,6.15119830579804,7.208319222600754,4.107683432254736,312.6897700659161,43.52881062767541,34
24.34975253861251,67.9289188497312,6.881401713734478,7.209943831811588,5.193703796774655,321.8468778827741,42.01315482681287,33
24.94761102299762,65.74274385408405,5.994462178429965,7.216379221252973,4.818148232961368,283.44670896114195,41.17771473986202,32
24.496122811033537,70.7629621151425,4.1446556305781055,7.233120553965892,3.2376072750517366,238.7562664530159,39.17933942773377,31
24.494411664586405,65.00340406218086,4.142239115205466,7.216886341767843,4.088570110555646,227.04990281519625,35.7853220086327,30
24.04281297929448,70.66593174846626,4.470910557259714,7.283536960314416,4.018943265649272,215.8067797122989,36.15258517751342,29
23.50976603300606,73.60162941299352,4.53202538124086,7.308918204512221,3.511855027412659,208.85165582079247,36.87632576202005,28
24.38788233843118,75.07844104588061,3.5990425916790003,7.319973839171189,2.096327687089925,236.7369461688882,33.755357812321655,27
25.019682358826145,79.33815028901734,4.945869911318611,7.358309987031273,2.379946141589022,225.91684666781552,32.318382771982364,26
24.08405944768463,78.57223666643243,5.169356422598552,7.362907560958471,2.3127537342596685,214.37082307633847,30.839859964857705,25
24.00575511114717,78.9032127210774,4.528775454324193,7.342062749878306,2.378499713601134,203.5310925853018,29.649174567556383,24
24.787196356275302,79.65447352894367,4.5541542618565645,7.343414487781954,2.662761563912172,214.4323681940023,27.61906448933921,23
24.458898059658267,78.3064471178351,5.095546691282943,7.36727254908775,2.840673369686791,223.0682457592607,26.49700070341848,22
24.56189056242382,71.4980590365647,5.246981914939927,7.346482341110917,3.0646064820857624,216.71322395057385,25.221157308236982,21
25.216242883022776,69.91938554895786,4.543489790372671,7.387577422360249,2.7583425364407184,207.95834892447223,23.522129917280022,20
25.1192624104916,75.38899388331114,5.089805723174297,7.404184376055999,2.598903334589941,201.4454782240139,21.92566629326977,19
24.36706349206349,81.33722274781877,5.582861111111112,7.449697301587302,2.095299441508997,190.95265964250217,19.30103174738095,18
25.375,66.5,3.787833333333333,7.36914,0.6779093448368831,279.5,19.025714285,17
23.746890862944163,83.70720177664974,6.148634382931472,7.443372572457911,2.2429919541498067,189.4322467609433,16.29795132453934,16
24.180069322081053,83.93371510711304,5.464872643086557,7.466674771775267,2.165416922614657,195.673705439801,14.699812668185103,15
25.05768399159837,83.34667023598699,5.954677953206398,7.538196648949373,2.3749288398888995,198.9969816699476,13.6830564163004,14
24.819684494911773,82.20184856689384,5.988617879329193,7.557575030660917,2.283310623536773,192.8449929600032,13.069246300190926,13
24.4085910317404,83.32123837250586,5.825944918266956,7.596306122985159,1.99891409091358,186.36865741640344,12.190683700388412,12
24.38836400068948,83.92469619925882,5.626657968949723,7.67321361953805,1.81537958737169,183.5065919148868,11.40310750802034,11
24.78668443967693,81.07698132256436,7.153569880221329,7.726093265396265,1.770016278019835,187.33084406721275,10.746464267226274,10
26.046875,100.0,6.402351723631054,6.011845,5e-06,209.5672887563258,30.65356929,8
25.027003416071206,74.36805816723079,5.651133567040779,7.711960503501137,1.9541743807556944,231.80373344543884,8.669784379807322,7
24.290275621118013,67.44428175480357,5.733039913540511,7.821798570961565,2.163851974214046,231.6462079110821,7.412271050355917,6
24.27620074378857,62.86353744848191,6.3487772301998495,7.824748434508467,2.285629452197943,232.7129028854777,6.533150287441579,5
24.87623113033873,65.28885249746885,7.444416464457076,7.846439999686281,2.1559115356073137,231.14216678939616,5.792441615857787,4
25.138448033707864,65.36048979222925,6.154983778089887,7.847278004875981,2.0208489585992533,254.3935393258427,4.5461349372101125,3
25.82075599231924,70.5485873385704,6.024575371398392,7.769876668358788,2.7583567824706914,267.3965304140549,3.9445482326179926,2
25.394040116815248,71.2248289074805,5.987641696487071,7.795344704887796,3.2485781176440183,259.0806435085562,3.352343477823035,1
25.03941466083151,71.2248289074805,6.578146510025437,7.643484436542669,3.5202890323735567,283.9828227571116,3.3817335102958426,0
23.94294519357008,85.3531872869476,3.3118571561232963,8.229708207802375,1.3798625291002267,304.29879463354405,475.4703474127041,136
24.6117785105533,65.32992475528646,3.6290433010435086,5.50597478083356,1.7090005329161446,272.7436397447926,482.179834864034,137
25.88226975515155,83.10346079695015,3.1106237798849588,7.402194040867308,3.5093087472150177,364.69870652120505,488.91536561198274,138
25.38137700385261,89.4969438785766,6.164603271011943,3.022760787274334,4.3223289662616695,312.38246128284584,495.6751391293816,139
25.523458280312575,65.68759982667667,5.723658366936029,3.6696126923395145,0.5842823066577925,265.50775850408155,502.4573278830655,140
24.331406472146355,58.09735044923461,3.7971247321561497,5.190257988944145,2.126877585975401,302.93059928255764,509.2600792387563,141
24.85550387001451,64.84709022313358,4.146069119780903,7.453618364865317,2.278552105047938,313.56091815936793,516.0815174250292,142
24.542683871399557,82.80254173421037,5.230170269266492,2.627013361724215,3.611730482371674,292.9832884703922,522.919745552103,143
26.21763754555209,68.82699008074353,3.567731675660771,5.92280334053659,1.4680036924131525,294.9347784514046,529.7728476809684,144
24.046629384608387,49.73177113104844,6.560899177580753,3.991170301434903,3.411213376643864,203.6172699003422,536.6388909381674,145
23.516800449853132,66.22935021182306,2.881797415774237,2.75545417784377,0.6307717666733894,386.81091819824803,543.5159276713508,146
25.311028908233617,57.22559470705738,5.5595859097349525,6.165536738398381,2.917036582050091,335.0607716397754,550.4019976405679,147
25.70144417395713,71.22062247144268,5.140772823060045,6.601174088982276,-0.15699091793321562,269.0742174968796,557.2951302401026,148
24.539792802119052,67.29408226740256,3.8907138153144496,5.267929391329487,2.046776240038116,288.5235664974062,564.1933467455372,149
25.275605166903723,72.91278319489905,6.685039809733697,5.1794964452877785,1.909750940575083,199.19424958290693,571.0946625806222,150
24.001262713000923,79.55228674991719,4.150905856969555,9.875957167509734,2.3946144002290697,278.9440497850375,577.9970895984476,151
24.360621839626727,73.28468246788,6.526200561104226,7.032183070834853,-0.08873117951045506,357.12890259260337,584.8986383713521,152
24.50460775771324,84.00027781178746,5.19254556667655,4.606529827474499,2.5402558149588286,403.33388747968445,591.7973204839669,153
24.980499612098264,59.65515745230455,4.919802516561427,1.2073478339597754,1.890925688040196,337.64919038572896,598.6911508237814,154
25.324150392096946,93.91390765931085,4.338460101204946,4.6324619781002845,4.428388591878193,282.16774207448105,605.5781498636269,155
25.351435448264763,62.464511698885566,5.96921866301449,3.9863220498202416,1.5859604246685968,291.94308273933945,612.4563459305068,156
25.484375755206827,65.00882529236407,5.76829591026355,7.007533418702786,3.8269247702661615,297.01767279744,619.3237774552618,157
25.44950839349659,76.00888412360975,5.045706284721744,4.185427182099413,3.4022006066734574,271.3104498597312,626.1784951976368,158
26.118223508215923,86.42411433111955,5.314277879292338,4.040108099486619,1.8205797354266966,283.32365229246363,633.0185644414191,159
24.586536221551036,85.5431931839965,3.719543805078941,1.239654529243003,1.2540527985682937,331.6248046868178,639.8420671544435,160
25.732440248849798,64.63643335769359,4.506289584538193,2.573476282516026,3.0333431963793256,281.2521838013628,646.6471041084015,161
24.83619797133187,79.95258783425102,6.085624966735849,6.368341278431354,1.6006490097727148,461.41221126787764,653.4317969535628,162
24.736532370920784,66.09437294719825,4.222488676022417,9.620101371724811,4.035626397097446,392.7856490692806,660.1942902436941,163
25.635336254313568,65.56976478241255,4.901154635113608,6.855685303929439,2.3992993285298496,229.21308818429281,666.9327534066725,164
23.910355735603492,69.68718017782712,6.591071264954908,5.8238429925596416,2.0525550719213084,289.56526048136936,673.6453826564975,165
25.46033486162214,94.60551776437866,4.349499463568146,0.3002010656954832,5.589268845537553,284.4051092526036,680.3304028426529,166
23.843583236913275,78.90855240696293,4.767903520449367,10.422145752720825,2.182884336413981,350.5328723413712,686.9860692330069,167
23.958387548311567,52.295159558886986,5.603862998739597,2.439346498705034,2.3933074598864557,380.2570474947678,693.6106692267065,168
24.035215194491343,71.36251062262653,3.7009442101440637,5.461170350958077,2.874432942875512,286.2934312099559,700.2025239937898,169
24.79924745204395,71.41247533885526,5.3938089585206805,5.32823312913675,3.384125557149006,334.54093463494496,706.7599900385235,170
23.616806060672264,53.69322636878141,7.524284974442629,8.550873725717265,4.058773520370359,250.66307173723948,713.2814606837579,171
25.478746772286627,79.56254340811742,5.579438832914762,5.449942071662646,1.508378906162609,353.61022258095846,719.7653674738893,172
24.491307605983554,55.37346519953295,4.685424179944355,4.938388994705131,3.17226183039704,364.4055107170366,726.2101814943172,173
24.294708347024244,81.29867939846267,6.461376751947615,8.837265066569115,1.9721488923573494,309.78127764737866,732.6144146055857,174
24.768724261637267,76.84191088607822,6.712129556100281,6.068399328915341,2.8853634945693982,256.3935603019804,738.976620590701,175
24.160501009384465,77.64358771697343,5.078191042232455,6.937727957064396,1.8783280308707373,281.20108768334984,745.2953962144214,176
23.794979869559654,58.48854874841635,4.737404140006615,3.9849085239495623,2.7339990051154004,278.8555084193783,751.5693821936145,177
24.90287545499861,77.08029687311169,5.991919516895032,4.668076969398322,2.1819376486502033,303.23075575719383,757.7972640780755,178
24.93637219238716,68.2007792104978,4.405133590466922,7.298100229978978,2.0234428250118515,306.34801797301355,763.9777730414947,179
24.907786462354014,78.28943452107319,4.6421099768876495,6.147407220044265,1.4581768200033554,252.72083584331557,770.1096865825442,180
24.301768558986076,56.05835177219696,7.095696155955576,8.21774651284502,1.570637804050358,251.85867053470588,776.1918291363398,181
26.56554818519061,64.43454006683811,4.617256290323706,1.5967386305446958,3.438811135629283,246.61182932940295,782.2230725967992,182
25.295154481239855,82.93893281243643,3.423293953090309,5.011757800051129,4.52470521771969,347.7579130909345,788.2023367506832,183
24.660952641361522,96.20893143129649,5.887244496531139,5.52440744940417,2.6161064558027216,300.1938321857459,794.128589624355,184
24.546068115734144,68.91237919922992,5.738949579099041,6.554208170698314,-0.943149912845338,304.02364739445176,800.0008477445327,185
25.824889014362256,86.51447765272411,4.766131282668861,6.021802710142466,2.0574941557194055,296.92266450242744,805.8181763145384,186
24.121127493338427,67.50576760090843,6.800895416784929,2.414318455603511,1.9915673501933513,313.56377854171217,811.5796893077584,187
25.08936243939619,92.10431072594334,6.885223164789112,0.4088381152695266,2.101498851491756,348.5142851455539,817.2845494802344,188
25.810637511870695,76.74337230806866,2.9448682329655664,4.157252781919731,0.20733218999875058,219.48765223821147,822.9319683044871,189
25.144954400269548,58.13589508402809,3.8584701701644284,4.401265570518317,3.5936334671658168,289.8159067138289,828.5212058268486,190
25.016074281939247,84.33671445240351,5.459478307241636,9.859040130548683,3.2642724685278592,249.85753040862753,834.0515704507391,191
25.474723040513567,65.13482242528858,7.077415334524762,5.221101160309385,1.5446518246944843,350.0481893127032,839.5224186484617,192
25.514475577889804,68.6335483221651,5.655778899642274,3.9408690227050105,0.8536139842660322,278.3516145182191,844.9331546042196,193
25.050620087344818,66.47037603961542,3.4850945809427296,3.9530718899282196,3.5055000179844438,308.2356477440529,850.2832297911746,194
24.102375084797927,73.73144359956638,5.95358627727078,8.513260222802709,3.0682672519823413,293.30099366595164,855.5721424854589,195
24.4232552877183,80.77959650233787,2.1459973950855704,3.127503491284884,0.8314519338901631,230.40613861654464,860.7994372201387,196
25.07430090038186,42.086456533125755,4.962329524496011,9.345751270265106,0.7212805364093147,264.96581224021764,865.9647041821976,197
25.24270133818191,79.21248794280788,4.690730049376875,7.352644866349348,0.13645914205090737,181.45215855482158,871.0675785556585,198
23.075039630333254,79.12529060056299,5.71187220572755,3.196177927920472,3.63043860686731,223.68931529877196,876.107739814009,199
23.991804046050337,74.81318156816486,3.650974114465449,1.8385545284345417,3.2245606228819597,239.52601484900237,881.0849109651164,200
25.585200734170037,57.7431062969067,4.946112832916537,7.9156943654747725,1.5463402245490325,231.095578582851,885.9988577518386,201
24.650528129677284,79.11120609876637,3.6604642249388704,0.8870543061049716,-0.45479616772983933,307.67132544290297,890.8493878115386,202
25.9540424661443,75.91630369887257,6.143808582983831,6.910088283067974,0.6625007217296106,286.2892141132861,895.6363497976954,203
23.851942273272375,80.75074350376214,4.912416948825933,3.95956298336636,2.3068470783832655,244.15564805633193,900.3596324667935,204
25.080408315317463,87.37919563540247,5.6347769533652405,5.669253505388234,0.38052876413285075,356.8226840440444,905.0191637336327,205
25.74959419760513,55.16249062397568,4.738748214832442,9.05726205165232,2.5902468314289746,305.77675590064376,909.6149096981638,206
24.364469637739084,86.70277197102652,6.538448130580971,2.76306670403165,1.1828166402944165,244.38791736356973,914.1468736469085,207
24.877223529246777,67.07462896961667,5.347357170459016,4.9888961693178535,1.5640961550006818,242.02769986317185,918.6150950319562,208
25.21848098642458,72.88773813474083,4.436088488464874,1.0436979808073836,4.96827487767055,292.0209243440782,923.0196484304702,209
25.873782672897082,73.24555932737282,5.945322975695032,5.164510848528513,2.77471409491004,328.4136621380671,927.3606424875618,210
24.8463152774367,80.25243080895719,4.491085050877617,8.329186631728572,1.6271631838578915,251.74051773641423,931.6382188453093,211
24.67394998389886,64.85008697683627,4.363563285887838,8.572186858353556,0.4527304252129545,334.29391708217656,935.8525510606141,212
25.27156051701821,56.15915096489852,4.282404056675469,5.091451013873475,2.6968807643077772,303.384698408401,940.003843514499,213
25.298855055108803,67.6327792120273,5.3914855765952545,4.514741739030814,2.3866741937728344,260.27262208398776,944.0923303153543,214
24.887629955400463,66.8431788160936,6.374912735714851,4.365400266865079,2.8108552560122897,253.72615182452782,948.1182741985441,215
25.570984662008087,77.7499820107058,6.238922259810308,2.7164272565169028,1.7271134875744858,342.87825160979037,952.0819654246797,216
24.82957672965078,59.521252687937945,4.262487353817674,4.175654517648571,3.23029404646754,295.3193390241047,955.9837206787664,217
25.540613999192637,66.24761102856161,4.989361449081705,4.1404874413345825,2.0745959660038604,360.29158262798654,959.8238819723224,218
24.05849900300577,82.46490744928644,4.990336225114379,2.7727782006934163,1.186727579894817,382.64036013575765,963.6028155504627,219
23.311768216530055,85.44214952471029,5.161620687387687,3.042190348472818,3.6598999866721957,214.9692037701799,967.3209108058313,220
24.638691065911072,90.26571881007825,5.3666406783085066,5.163673697423553,2.954802158650504,274.81207169032854,970.9785792011606,221
25.259350830196176,69.44529457256701,5.473866779150966,4.240475185878442,2.335546665060607,260.73184844364386,974.5762532021226,222
23.423725414016893,88.27077795765426,6.037300544043276,9.860685832295822,1.272787307500286,274.29682666533677,978.1143852220358,223
24.572491991316372,93.49297871238716,3.131796362815746,5.224157263796597,2.5315564014092082,382.55464335842123,981.5934465798807,224
24.90080271496275,83.88035883216212,5.672741981643734,5.240232062072652,0.7665450629083521,273.87376895812463,985.0139264729715,225
24.454388856803646,67.016613995463,5.742832543419411,1.4607012306218063,1.882284326174745,198.43597307209157,988.3763309655319,226
23.692729401129302,81.56725884278711,5.892216275098606,6.0600616913221,0.35530468441589025,406.99259861326965,991.6811819943147,227
26.0580849116128,64.77688208376414,5.063903157323047,3.3581903179534742,0.719319853134655,334.2449901923452,994.9290163923134,228
23.4010203511055,91.02688036591283,7.564184836644545,3.0098760111882723,1.8829340435164703,387.2131685153433,998.1203849315085,229
26.041430115900408,92.41962057377332,6.066208319152159,3.5863359346688877,3.9420799562189233,262.9621237559305,1001.2558513855039,230
24.86376673406551,70.14056408423737,3.8544431997447686,6.870419131492603,1.1846784963354182,265.91737411979074,1004.3359916128132,231
24.833893777955968,62.54148301485641,4.991170112446172,1.0554870882731482,1.8062240427149432,320.85854418948503,1007.3613926614678,232
24.606839045695363,64.30910711943004,6.194723437201307,8.399383964946068,2.5758958403937187,217.98457839580925,1010.332651895536,233
24.148510783831494,58.873022489479474,6.6468784231957425,10.035596535020726,0.6968103840655755,239.19609900772215,1013.2503761440558,234
24.186680283549368,64.63386773507882,5.13484452677119,2.507748815618915,2.2509188541371548,267.21455471186226,1016.1151808728107,235
24.362716079840443,60.68519982264452,4.981548224441325,7.00392788200967,2.2455689411802413,311.5040685961265,1018.9276893792959,236
25.172211827387432,71.34832860284736,5.843159865257131,3.3418387121941895,1.6447457562874128,245.93520581082603,1021.6885320111593,237
25.701624688846984,70.10198402515351,5.29774619268261,4.773621089463896,1.49895393587397,360.6620237766369,1024.3983454083245,238
25.497887027530485,65.22922227674441,6.240313565909805,9.432250138381082,3.1070574946434792,247.05983066983936,1027.057771768945,239
23.803667034248072,65.9650063230358,5.37374318902411,6.703011293758911,1.7970255701686708,256.51024132429814,1029.6674581392733,240
25.835932818720547,51.834401661036964,4.3176833549904545,8.93225661099974,1.939716889475023,312.87448826919507,1032.228055727474,241
26.87331813341674,78.72783435935244,4.851750581037796,6.040229516422919,1.4970165144125804,238.30106167549206,1034.740219241355,242
24.801889956465367,85.29209100286742,6.337585564744457,6.307705722604956,3.044787037354182,230.42305443513217,1037.2046062499358,243
24.1537830990636,84.37289166879188,2.546932256313645,4.551949194100774,3.2373805467549968,302.21704301520333,1039.621876568734,244
24.316479874925033,82.34510517414881,5.421393755938985,3.2174414799418622,3.839622455360791,312.64861139842753,1041.9926916685956,245
25.16607045032864,73.70834094964214,3.8473726267234456,2.8578510822958054,1.5595490580019842,352.9011388991231,1044.3177141078638,246
25.23297657389244,65.52662804535878,6.080193506165992,5.625332315164734,2.9030804674313693,282.5405057223107,1046.5976069876356,247
24.30982106228591,93.92998111822222,5.5171212505501614,8.331950122997116,1.524547160679996,224.43310876906733,1048.8330334298246,248
24.20017262149729,67.93737188297703,3.024175498475661,-0.22849716532680908,3.6532184637275256,339.3278291089624,1051.0246560777193,249
25.606211438685733,87.27094820979997,6.651183235859278,3.051286661596549,3.409249949517535,308.53152668858297,1053.1731366186875,250
24.954656930841054,73.63257960139218,3.683125445743902,5.6368421039113885,2.6186111100341734,192.31598199622834,1055.279135328664,251
24.157128811185892,66.77177964075493,7.506456956122882,2.8221555962536455,0.1743298645056477,355.23373939431974,1057.3433106380235,252
24.31977409158937,84.67032497935016,4.4710591001793984,11.672707405431252,0.4839503318954226,333.9122766476735,1059.3663187184297,253
24.95057347167204,64.1548107989664,3.828843591714204,6.224605955799197,2.4116017155208342,299.6522678062713,1061.348813090225,254
24.50367062853428,77.87346507620573,6.806949540786906,7.923306192842217,1.7358725788602773,278.45032110387933,1063.291444249913,255
24.2701674693211,84.41443184808894,4.120077591052499,5.898440447768168,1.3082959592177623,228.39038403528258,1065.1948593172706,256
24.549391915598072,85.56173462799472,5.460030624193438,5.222876678932577,2.8873825358869523,388.3980217578263,1067.0597017016169,257
25.904033165353443,80.7667795902292,6.1268529218383305,7.762375218978182,1.5580400950474058,319.22840602585586,1068.8866107867505,258
